left_component_id,right_component_id,left_strategy,right_strategy,correlation
FACTORY-5138428531b2cbc4,FACTORY-56417e8834fedfe5,Factory 9:30 AM ORB 45d 100bps,Factory Catalyst 45d 500bps,0.99278659
FACTORY-5138428531b2cbc4,FACTORY-8d1b34609a4f06c7,Factory 9:30 AM ORB 45d 100bps,Factory 9:30 AM ORB 45d 500bps,0.99278659
FACTORY-2c22961973d6b9d9,FACTORY-5b404f42d9bf8050,Factory 13D Activist Follow-On 45d 100bps,Factory 13D Activist Follow-On 45d 500bps,0.99263983
FACTORY-206f18f4951cd8c9,FACTORY-5ab39e4570644761,Factory LowVol Tradability 45d 100bps,Factory LowVol Tradability 45d 375bps,0.99261816
FACTORY-012e1765b0c286d8,FACTORY-9a7d8827f22d3bcc,Factory PDUFA Run-Up 5d 100bps,Factory PDUFA Run-Up 5d 375bps,0.99242312
FACTORY-242ddc7a506aa7ba,FACTORY-8af0d52dca5654af,Factory Catalyst 5d 375bps,Factory Catalyst 5d 500bps,0.99215498
FACTORY-242ddc7a506aa7ba,FACTORY-d3a7487f53385ea9,Factory Catalyst 5d 375bps,Factory 9:30 AM ORB 5d 500bps,0.99215498
FACTORY-832e69dd8d7cef92,FACTORY-8af0d52dca5654af,Factory 9:30 AM ORB 5d 375bps,Factory Catalyst 5d 500bps,0.99215498
FACTORY-832e69dd8d7cef92,FACTORY-d3a7487f53385ea9,Factory 9:30 AM ORB 5d 375bps,Factory 9:30 AM ORB 5d 500bps,0.99215498
FACTORY-48339998c1f9883a,FACTORY-005e7108e32c5c35,Factory PEAD 20d 375bps,Factory PEAD 20d 500bps,0.99159087
FACTORY-eecffd9fc1c8db58,FACTORY-70556db6df05f38a,Factory 13D Activist Follow-On 5d 375bps,Factory 13D Activist Follow-On 5d 500bps,0.99151478
FACTORY-706cdbf4b53724c8,FACTORY-7a0b6cc0e47e9913,Factory Dollar-Bar Microstructure 45d 100bps,Factory Dollar-Bar Microstructure 45d 500bps,0.99144838
FACTORY-1ccb2e9a10bbb66a,FACTORY-c0803ca9f67aa76d,Factory Custom Rule Builder 20d 100bps,Factory Custom Rule Builder 20d 375bps,0.99135966
FACTORY-bda4a6a967022002,FACTORY-0c7844dc82468698,Factory LowVol Tradability 90d 100bps,Factory LowVol Tradability 90d 500bps,0.99135616
e8cde4045a54b14a,64880f270f8f6861,My falsifiable strategy,My falsifiable strategy,0.99131445
FACTORY-2fa84d3e324d0ad1,FACTORY-cd913686ce1f399c,Factory Form 4 Cluster Buying 5d 375bps,Factory Form 4 Cluster Buying 5d 500bps,0.99037123
FACTORY-40d2b4dfba0a074d,FACTORY-03a53d17c324dec6,Factory Mean Reversion 5d 375bps,Factory Mean Reversion 5d 500bps,0.99012176
FACTORY-0a068c8a27ef583b,FACTORY-e8820a84c0d6faf6,Factory LowVol Tradability 5d 375bps,Factory LowVol Tradability 5d 500bps,0.99007448
FACTORY-511e400b5c4a876b,FACTORY-24c6670e8a410cae,Factory Momentum 20d 375bps,Factory Momentum 20d 500bps,0.98998792
FACTORY-cb9267a22681d28d,FACTORY-c28eec485c97ab60,Factory Momentum 5d 375bps,Factory Momentum 5d 500bps,0.98981734
FACTORY-72fadb6d71c63049,FACTORY-bccbea39bed3c806,Factory Dollar-Bar Microstructure 5d 375bps,Factory Dollar-Bar Microstructure 5d 500bps,0.98972956
FACTORY-eeb9cda10c3c0728,FACTORY-200d7c22024910b6,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 20d 375bps,0.98890917
FACTORY-e1db06c5156f7149,FACTORY-688a5013e817d0da,Factory Mean Reversion 5d 375bps,Factory Mean Reversion 5d 500bps,0.98841818
FACTORY-dea4cd8697c22ed5,FACTORY-0a70bc00edb3ff6b,Factory Regime Filter 5d 375bps,Factory Regime Filter 5d 500bps,0.98762174
FACTORY-582e3b9b11091a1b,FACTORY-95688ad8c98521e1,Factory PEAD 20d 100bps,Factory PEAD 20d 375bps,0.98653662
FACTORY-f497e801a04a00ac,FACTORY-6bb21d695283dd40,Factory Catalyst 20d 100bps,Factory Catalyst 20d 375bps,0.98645834
FACTORY-f497e801a04a00ac,FACTORY-87e8a4bb35786483,Factory Catalyst 20d 100bps,Factory 9:30 AM ORB 20d 375bps,0.98645834
FACTORY-9d39f00e50a7ff49,FACTORY-6bb21d695283dd40,Factory 9:30 AM ORB 20d 100bps,Factory Catalyst 20d 375bps,0.98645834
FACTORY-9d39f00e50a7ff49,FACTORY-87e8a4bb35786483,Factory 9:30 AM ORB 20d 100bps,Factory 9:30 AM ORB 20d 375bps,0.98645834
FACTORY-6e4f085c13e95091,FACTORY-fbbacd667432317c,Factory Momentum 5d 375bps,Factory Momentum 5d 500bps,0.9861355
FACTORY-a48667d59c0341c7,FACTORY-3e07023d857a2656,Factory Regime Filter 20d 100bps,Factory Regime Filter 20d 375bps,0.9860491
FACTORY-4f2398b6e0f737a6,FACTORY-de5ef61019341a9d,Factory Dollar-Bar Microstructure 5d 375bps,Factory Dollar-Bar Microstructure 5d 500bps,0.9860309
FACTORY-4478d675ccfafd31,FACTORY-f13e649972324e6d,Factory Mean Reversion 45d 100bps,Factory Mean Reversion 45d 500bps,0.98582664
FACTORY-71fd1cd246f2c826,FACTORY-b739667ff87eaf74,Factory 13D Activist Follow-On 20d 100bps,Factory 13D Activist Follow-On 20d 375bps,0.98494332
FACTORY-6ee5b751639cff9d,FACTORY-29518f44dcd8afd3,Factory Regime Filter 5d 375bps,Factory Regime Filter 5d 500bps,0.98483992
FACTORY-a8ba3464fded3edb,FACTORY-da380bbc5f5e93d8,Factory LowVol Tradability 5d 375bps,Factory LowVol Tradability 5d 500bps,0.98476326
FACTORY-f186683398e16f3a,FACTORY-13d69783791ca4de,Factory Custom Rule Builder 5d 375bps,Factory Custom Rule Builder 5d 500bps,0.98436206
FACTORY-206f18f4951cd8c9,FACTORY-e166b064509b48f3,Factory LowVol Tradability 45d 100bps,Factory LowVol Tradability 45d 500bps,0.98434169
FACTORY-012e1765b0c286d8,FACTORY-0b46f79e504f2627,Factory PDUFA Run-Up 5d 100bps,Factory PDUFA Run-Up 5d 500bps,0.98388399
FACTORY-efba882cb8ce39ad,FACTORY-d2621bbbf56dff40,Factory Momentum 20d 100bps,Factory Momentum 20d 375bps,0.98256074
FACTORY-4c63f4888d4676d6,FACTORY-c44fa114a55b4e7e,Factory Form 4 Cluster Buying 5d 375bps,Factory Form 4 Cluster Buying 5d 500bps,0.98237155
FACTORY-1ccb2e9a10bbb66a,FACTORY-29dc34ee3138d683,Factory Custom Rule Builder 20d 100bps,Factory Custom Rule Builder 20d 500bps,0.98192477
FACTORY-d5a39d7a88bc24cf,FACTORY-b0100b2bcad2ded2,Factory Mean Reversion 20d 100bps,Factory Mean Reversion 20d 375bps,0.98083925
FACTORY-7719d5fc2dc12422,FACTORY-d028fe234d674df1,Factory LowVol Tradability 20d 100bps,Factory LowVol Tradability 20d 375bps,0.97837922
FACTORY-54f51ccfae2851ab,FACTORY-ef2dfa466e3b0e52,Factory Dollar-Bar Microstructure 20d 100bps,Factory Dollar-Bar Microstructure 20d 375bps,0.97797002
FACTORY-eeb9cda10c3c0728,FACTORY-31b323dbb27dccd2,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 20d 500bps,0.97662378
FACTORY-48f166c1c0802b66,FACTORY-0971e80d69e19c37,Factory Catalyst 20d 100bps,Factory Catalyst 20d 375bps,0.97617823
FACTORY-48f166c1c0802b66,FACTORY-7913b08e73e03618,Factory Catalyst 20d 100bps,Factory 9:30 AM ORB 20d 375bps,0.97617823
FACTORY-18898b7dda64c53e,FACTORY-0971e80d69e19c37,Factory 9:30 AM ORB 20d 100bps,Factory Catalyst 20d 375bps,0.97617823
FACTORY-18898b7dda64c53e,FACTORY-7913b08e73e03618,Factory 9:30 AM ORB 20d 100bps,Factory 9:30 AM ORB 20d 375bps,0.97617823
FACTORY-8f5d4e1caeb5c929,FACTORY-115ab24aa842c356,Factory Mean Reversion 20d 100bps,Factory Mean Reversion 20d 375bps,0.9759691
FACTORY-a48667d59c0341c7,FACTORY-d90f9f26691681b5,Factory Regime Filter 20d 100bps,Factory Regime Filter 20d 500bps,0.97150387
FACTORY-582e3b9b11091a1b,FACTORY-dc349166892cc7df,Factory PEAD 20d 100bps,Factory PEAD 20d 500bps,0.9713287
FACTORY-f497e801a04a00ac,FACTORY-f0ba087264e60c6a,Factory Catalyst 20d 100bps,Factory Catalyst 20d 500bps,0.97131301
FACTORY-f497e801a04a00ac,FACTORY-f2c9931106bc9c82,Factory Catalyst 20d 100bps,Factory 9:30 AM ORB 20d 500bps,0.97131301
FACTORY-9d39f00e50a7ff49,FACTORY-f0ba087264e60c6a,Factory 9:30 AM ORB 20d 100bps,Factory Catalyst 20d 500bps,0.97131301
FACTORY-9d39f00e50a7ff49,FACTORY-f2c9931106bc9c82,Factory 9:30 AM ORB 20d 100bps,Factory 9:30 AM ORB 20d 500bps,0.97131301
FACTORY-0893167e5b3cd58e,FACTORY-014d208df652e32d,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 20d 375bps,0.97082085
FACTORY-37370ef762fec428,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 45d 100bps,Factory PDUFA Run-Up 180d 500bps,0.97022297
FACTORY-37370ef762fec428,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 45d 100bps,Factory PDUFA Run-Up 180d 375bps,0.9700429
FACTORY-37370ef762fec428,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 45d 100bps,Factory PDUFA Run-Up 180d 100bps,0.96957086
FACTORY-3a4646fedbd66e5c,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 90d 100bps,Factory PDUFA Run-Up 180d 500bps,0.96954014
FACTORY-3a4646fedbd66e5c,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 90d 100bps,Factory PDUFA Run-Up 180d 375bps,0.96923853
FACTORY-84018bc09d7b34aa,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 45d 375bps,Factory PDUFA Run-Up 180d 500bps,0.96916199
FACTORY-71fd1cd246f2c826,FACTORY-a11aeab2b579676d,Factory 13D Activist Follow-On 20d 100bps,Factory 13D Activist Follow-On 20d 500bps,0.9691535
FACTORY-84018bc09d7b34aa,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 45d 375bps,Factory PDUFA Run-Up 180d 375bps,0.9689247
FACTORY-8c126ce3235c7b20,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 45d 500bps,Factory PDUFA Run-Up 180d 500bps,0.96859939
FACTORY-3a4646fedbd66e5c,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 90d 100bps,Factory PDUFA Run-Up 180d 100bps,0.96850125
FACTORY-8c126ce3235c7b20,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 45d 500bps,Factory PDUFA Run-Up 180d 375bps,0.96833588
FACTORY-84018bc09d7b34aa,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 45d 375bps,Factory PDUFA Run-Up 180d 100bps,0.96832787
FACTORY-9e5b3dc1b0a6b383,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 90d 375bps,Factory PDUFA Run-Up 180d 500bps,0.9678093
FACTORY-8c126ce3235c7b20,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 45d 500bps,Factory PDUFA Run-Up 180d 100bps,0.96768185
FACTORY-9e5b3dc1b0a6b383,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 90d 375bps,Factory PDUFA Run-Up 180d 375bps,0.96743662
FACTORY-0584cabbb54594ec,FACTORY-d29d63f253ebe744,Factory LowVol Tradability 20d 100bps,Factory LowVol Tradability 20d 375bps,0.96734449
FACTORY-cd77d4a8eb310124,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 90d 500bps,Factory PDUFA Run-Up 180d 500bps,0.9668977
FACTORY-9e5b3dc1b0a6b383,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 90d 375bps,Factory PDUFA Run-Up 180d 100bps,0.96654436
FACTORY-cd77d4a8eb310124,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 90d 500bps,Factory PDUFA Run-Up 180d 375bps,0.96649242
FACTORY-cd77d4a8eb310124,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 90d 500bps,Factory PDUFA Run-Up 180d 100bps,0.96552908
FACTORY-d56c84f26c9de3df,FACTORY-98998cc2ab40632e,Factory Regime Filter 20d 100bps,Factory Regime Filter 20d 375bps,0.96460137
FACTORY-efba882cb8ce39ad,FACTORY-4365a19489b27c36,Factory Momentum 20d 100bps,Factory Momentum 20d 500bps,0.96352383
FACTORY-7beb5d7a8b8038c1,FACTORY-8c53f735cf806348,Factory Catalyst 5d 100bps,Factory Catalyst 5d 375bps,0.96020085
FACTORY-7beb5d7a8b8038c1,FACTORY-936855ed5bd59a5a,Factory Catalyst 5d 100bps,Factory 9:30 AM ORB 5d 375bps,0.96020085
FACTORY-1429370489f690ad,FACTORY-8c53f735cf806348,Factory 9:30 AM ORB 5d 100bps,Factory Catalyst 5d 375bps,0.96020085
FACTORY-1429370489f690ad,FACTORY-936855ed5bd59a5a,Factory 9:30 AM ORB 5d 100bps,Factory 9:30 AM ORB 5d 375bps,0.96020085
FACTORY-b0c7f10acd2e2fd1,FACTORY-48339998c1f9883a,Factory PEAD 20d 100bps,Factory PEAD 20d 375bps,0.95942466
FACTORY-d5a39d7a88bc24cf,FACTORY-17d25540b5e54179,Factory Mean Reversion 20d 100bps,Factory Mean Reversion 20d 500bps,0.95940059
FACTORY-0a8b76d8e9c965be,FACTORY-8947ce22b80b9ee1,Factory PEAD 5d 100bps,Factory PEAD 5d 375bps,0.95822907
FACTORY-7719d5fc2dc12422,FACTORY-6d11f16258c0abf7,Factory LowVol Tradability 20d 100bps,Factory LowVol Tradability 20d 500bps,0.95556686
FACTORY-8e82b9153214d439,FACTORY-01ccbce77e85e306,Factory 13D Activist Follow-On 5d 100bps,Factory 13D Activist Follow-On 5d 375bps,0.95530157
FACTORY-54f51ccfae2851ab,FACTORY-ae163c98647d7bea,Factory Dollar-Bar Microstructure 20d 100bps,Factory Dollar-Bar Microstructure 20d 500bps,0.9538141
FACTORY-3f5b5e2af7a3e0ce,FACTORY-f9d708e9710586da,Factory Custom Rule Builder 5d 100bps,Factory Custom Rule Builder 5d 375bps,0.95369654
FACTORY-37370ef762fec428,FACTORY-3a4646fedbd66e5c,Factory PDUFA Run-Up 45d 100bps,Factory PDUFA Run-Up 90d 100bps,0.95237782
FACTORY-84018bc09d7b34aa,FACTORY-3a4646fedbd66e5c,Factory PDUFA Run-Up 45d 375bps,Factory PDUFA Run-Up 90d 100bps,0.95228588
FACTORY-8c126ce3235c7b20,FACTORY-3a4646fedbd66e5c,Factory PDUFA Run-Up 45d 500bps,Factory PDUFA Run-Up 90d 100bps,0.9521691
FACTORY-8c126ce3235c7b20,FACTORY-9e5b3dc1b0a6b383,Factory PDUFA Run-Up 45d 500bps,Factory PDUFA Run-Up 90d 375bps,0.95166072
FACTORY-84018bc09d7b34aa,FACTORY-9e5b3dc1b0a6b383,Factory PDUFA Run-Up 45d 375bps,Factory PDUFA Run-Up 90d 375bps,0.95164543
FACTORY-37370ef762fec428,FACTORY-9e5b3dc1b0a6b383,Factory PDUFA Run-Up 45d 100bps,Factory PDUFA Run-Up 90d 375bps,0.95144958
FACTORY-8c126ce3235c7b20,FACTORY-cd77d4a8eb310124,Factory PDUFA Run-Up 45d 500bps,Factory PDUFA Run-Up 90d 500bps,0.9513126
FACTORY-84018bc09d7b34aa,FACTORY-cd77d4a8eb310124,Factory PDUFA Run-Up 45d 375bps,Factory PDUFA Run-Up 90d 500bps,0.95123666
FACTORY-37370ef762fec428,FACTORY-cd77d4a8eb310124,Factory PDUFA Run-Up 45d 100bps,Factory PDUFA Run-Up 90d 500bps,0.95090863
FACTORY-a7e09015bc37f943,FACTORY-f5a25236baf342cd,Factory Dollar-Bar Microstructure 20d 100bps,Factory Dollar-Bar Microstructure 20d 375bps,0.95077197
FACTORY-809ae08874ff229c,FACTORY-4c337763d226e0e4,Factory Custom Rule Builder 90d 100bps,Factory Custom Rule Builder 180d 100bps,0.94982329
FACTORY-f9ae921135d93340,FACTORY-4c337763d226e0e4,Factory Custom Rule Builder 90d 375bps,Factory Custom Rule Builder 180d 100bps,0.9497838
FACTORY-8f5d4e1caeb5c929,FACTORY-214e36d619e8364b,Factory Mean Reversion 20d 100bps,Factory Mean Reversion 20d 500bps,0.94974137
FACTORY-48f166c1c0802b66,FACTORY-7b5e4a28452607cf,Factory Catalyst 20d 100bps,Factory Catalyst 20d 500bps,0.94938012
FACTORY-18898b7dda64c53e,FACTORY-7b5e4a28452607cf,Factory 9:30 AM ORB 20d 100bps,Factory Catalyst 20d 500bps,0.94938012
FACTORY-c43a6563b2178d23,FACTORY-4c337763d226e0e4,Factory Custom Rule Builder 90d 500bps,Factory Custom Rule Builder 180d 100bps,0.9491218
FACTORY-198fb8b93bd75fa6,FACTORY-9984f12dca8c403a,Factory 13D Activist Follow-On 20d 100bps,Factory 13D Activist Follow-On 20d 375bps,0.94901136
FACTORY-f9ae921135d93340,FACTORY-0ea2260f8186ba11,Factory Custom Rule Builder 90d 375bps,Factory Custom Rule Builder 180d 375bps,0.9484806
FACTORY-c43a6563b2178d23,FACTORY-0ea2260f8186ba11,Factory Custom Rule Builder 90d 500bps,Factory Custom Rule Builder 180d 375bps,0.948314
FACTORY-c43a6563b2178d23,FACTORY-a3adc8024085df55,Factory Custom Rule Builder 90d 500bps,Factory Custom Rule Builder 180d 500bps,0.9477178
FACTORY-f9ae921135d93340,FACTORY-a3adc8024085df55,Factory Custom Rule Builder 90d 375bps,Factory Custom Rule Builder 180d 500bps,0.94765457
FACTORY-809ae08874ff229c,FACTORY-0ea2260f8186ba11,Factory Custom Rule Builder 90d 100bps,Factory Custom Rule Builder 180d 375bps,0.94746948
FACTORY-809ae08874ff229c,FACTORY-a3adc8024085df55,Factory Custom Rule Builder 90d 100bps,Factory Custom Rule Builder 180d 500bps,0.94615632
FACTORY-171e0565d482ba59,FACTORY-511e400b5c4a876b,Factory Momentum 20d 100bps,Factory Momentum 20d 375bps,0.94572784
FACTORY-856e9c303c706b2e,FACTORY-ecad2c3432587025,Factory Custom Rule Builder 20d 100bps,Factory Custom Rule Builder 20d 375bps,0.94419605
FACTORY-b2571eb4e48ee3fb,FACTORY-d1893fa9808889ff,Factory PEAD 5d 100bps,Factory PEAD 5d 375bps,0.93893712
FACTORY-0893167e5b3cd58e,FACTORY-9166cc2a2cf7438b,Factory Form 4 Cluster Buying 20d 100bps,Factory Form 4 Cluster Buying 20d 500bps,0.93866853
FACTORY-9aa27ed14e743eb8,FACTORY-40d2b4dfba0a074d,Factory Mean Reversion 5d 100bps,Factory Mean Reversion 5d 375bps,0.93750482
FACTORY-673b8aef9706882d,FACTORY-242ddc7a506aa7ba,Factory Catalyst 5d 100bps,Factory Catalyst 5d 375bps,0.93664245
FACTORY-673b8aef9706882d,FACTORY-832e69dd8d7cef92,Factory Catalyst 5d 100bps,Factory 9:30 AM ORB 5d 375bps,0.93664245
FACTORY-8dd755e2f8762126,FACTORY-242ddc7a506aa7ba,Factory 9:30 AM ORB 5d 100bps,Factory Catalyst 5d 375bps,0.93664245
FACTORY-8dd755e2f8762126,FACTORY-832e69dd8d7cef92,Factory 9:30 AM ORB 5d 100bps,Factory 9:30 AM ORB 5d 375bps,0.93664245
FACTORY-8413ce13dec443e3,FACTORY-2fa84d3e324d0ad1,Factory Form 4 Cluster Buying 5d 100bps,Factory Form 4 Cluster Buying 5d 375bps,0.93381559
FACTORY-35eb7c5efc5da071,FACTORY-72fadb6d71c63049,Factory Dollar-Bar Microstructure 5d 100bps,Factory Dollar-Bar Microstructure 5d 375bps,0.93108148
FACTORY-633e2bb05655049f,FACTORY-cb9267a22681d28d,Factory Momentum 5d 100bps,Factory Momentum 5d 375bps,0.92704763
FACTORY-7beb5d7a8b8038c1,FACTORY-b9eeca42dc0b6ac1,Factory Catalyst 5d 100bps,Factory Catalyst 5d 500bps,0.92378279
FACTORY-7beb5d7a8b8038c1,FACTORY-2833589a22eb1996,Factory Catalyst 5d 100bps,Factory 9:30 AM ORB 5d 500bps,0.92378279
FACTORY-1429370489f690ad,FACTORY-b9eeca42dc0b6ac1,Factory 9:30 AM ORB 5d 100bps,Factory Catalyst 5d 500bps,0.92378279
FACTORY-1429370489f690ad,FACTORY-2833589a22eb1996,Factory 9:30 AM ORB 5d 100bps,Factory 9:30 AM ORB 5d 500bps,0.92378279
FACTORY-171ac28e5b423f68,FACTORY-0a068c8a27ef583b,Factory LowVol Tradability 5d 100bps,Factory LowVol Tradability 5d 375bps,0.92250563
FACTORY-0a8b76d8e9c965be,FACTORY-2799e503bee9bc50,Factory PEAD 5d 100bps,Factory PEAD 5d 500bps,0.92093826
FACTORY-8e82b9153214d439,FACTORY-504e005cf35929de,Factory 13D Activist Follow-On 5d 100bps,Factory 13D Activist Follow-On 5d 500bps,0.91691105
FACTORY-609f9af8970bab77,FACTORY-37370ef762fec428,Factory PDUFA Run-Up 20d 100bps,Factory PDUFA Run-Up 45d 100bps,0.91622328
FACTORY-7b72bd081c7f1f96,FACTORY-37370ef762fec428,Factory PDUFA Run-Up 20d 375bps,Factory PDUFA Run-Up 45d 100bps,0.91545959
FACTORY-08078fc67cfbc038,FACTORY-eecffd9fc1c8db58,Factory 13D Activist Follow-On 5d 100bps,Factory 13D Activist Follow-On 5d 375bps,0.91538426
FACTORY-609f9af8970bab77,FACTORY-84018bc09d7b34aa,Factory PDUFA Run-Up 20d 100bps,Factory PDUFA Run-Up 45d 375bps,0.91498696
FACTORY-b0c7f10acd2e2fd1,FACTORY-005e7108e32c5c35,Factory PEAD 20d 100bps,Factory PEAD 20d 500bps,0.91486698
FACTORY-7b72bd081c7f1f96,FACTORY-84018bc09d7b34aa,Factory PDUFA Run-Up 20d 375bps,Factory PDUFA Run-Up 45d 375bps,0.91484052
FACTORY-5d7bb4d4fecbd758,FACTORY-e1db06c5156f7149,Factory Mean Reversion 5d 100bps,Factory Mean Reversion 5d 375bps,0.91479131
FACTORY-f4bc4ad10d286feb,FACTORY-37370ef762fec428,Factory PDUFA Run-Up 20d 500bps,Factory PDUFA Run-Up 45d 100bps,0.91457766
FACTORY-7b72bd081c7f1f96,FACTORY-8c126ce3235c7b20,Factory PDUFA Run-Up 20d 375bps,Factory PDUFA Run-Up 45d 500bps,0.91448489
FACTORY-609f9af8970bab77,FACTORY-8c126ce3235c7b20,Factory PDUFA Run-Up 20d 100bps,Factory PDUFA Run-Up 45d 500bps,0.91434817
FACTORY-f4bc4ad10d286feb,FACTORY-84018bc09d7b34aa,Factory PDUFA Run-Up 20d 500bps,Factory PDUFA Run-Up 45d 375bps,0.91424688
FACTORY-f4bc4ad10d286feb,FACTORY-8c126ce3235c7b20,Factory PDUFA Run-Up 20d 500bps,Factory PDUFA Run-Up 45d 500bps,0.91402352
FACTORY-1ccb2e9a10bbb66a,FACTORY-036709cbb90245e8,Factory Custom Rule Builder 20d 100bps,Factory Custom Rule Builder 45d 500bps,0.91320622
FACTORY-3f5b5e2af7a3e0ce,FACTORY-8713d4958c02e25f,Factory Custom Rule Builder 5d 100bps,Factory Custom Rule Builder 5d 500bps,0.91172781
FACTORY-1ccb2e9a10bbb66a,FACTORY-45ebfdbb131f6cbd,Factory Custom Rule Builder 20d 100bps,Factory Custom Rule Builder 45d 375bps,0.91149875
FACTORY-988575baf49a4912,FACTORY-dea4cd8697c22ed5,Factory Regime Filter 5d 100bps,Factory Regime Filter 5d 375bps,0.9096741
FACTORY-1ccb2e9a10bbb66a,FACTORY-2306e8d8b69f7be8,Factory Custom Rule Builder 20d 100bps,Factory Custom Rule Builder 45d 100bps,0.9061453
FACTORY-609f9af8970bab77,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 20d 100bps,Factory PDUFA Run-Up 180d 100bps,0.89600423
FACTORY-609f9af8970bab77,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 20d 100bps,Factory PDUFA Run-Up 180d 375bps,0.89586791
FACTORY-609f9af8970bab77,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 20d 100bps,Factory PDUFA Run-Up 180d 500bps,0.89577206
FACTORY-c0803ca9f67aa76d,FACTORY-036709cbb90245e8,Factory Custom Rule Builder 20d 375bps,Factory Custom Rule Builder 45d 500bps,0.89545598
FACTORY-4374f4a63472e9d1,FACTORY-e62a48e2d142923e,Factory Momentum 90d 100bps,Factory Momentum 180d 100bps,0.89447039
FACTORY-4374f4a63472e9d1,FACTORY-3f1e95ca9e8549c1,Factory Momentum 90d 100bps,Factory Momentum 180d 375bps,0.89261369
FACTORY-7b72bd081c7f1f96,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 20d 375bps,Factory PDUFA Run-Up 180d 500bps,0.89257551
FACTORY-b2571eb4e48ee3fb,FACTORY-f100658fbcbfd0d9,Factory PEAD 5d 100bps,Factory PEAD 5d 500bps,0.892567
FACTORY-7b72bd081c7f1f96,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 20d 375bps,Factory PDUFA Run-Up 180d 375bps,0.89252038
FACTORY-7b72bd081c7f1f96,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 20d 375bps,Factory PDUFA Run-Up 180d 100bps,0.89232738
FACTORY-4374f4a63472e9d1,FACTORY-2886d4ef6f931734,Factory Momentum 90d 100bps,Factory Momentum 180d 500bps,0.89139775
FACTORY-c0803ca9f67aa76d,FACTORY-45ebfdbb131f6cbd,Factory Custom Rule Builder 20d 375bps,Factory Custom Rule Builder 45d 375bps,0.89079058
FACTORY-f4bc4ad10d286feb,FACTORY-1cb350f28a1d4597,Factory PDUFA Run-Up 20d 500bps,Factory PDUFA Run-Up 180d 500bps,0.89057187
FACTORY-f4bc4ad10d286feb,FACTORY-fce8300bed43d2aa,Factory PDUFA Run-Up 20d 500bps,Factory PDUFA Run-Up 180d 375bps,0.89044633
FACTORY-171e0565d482ba59,FACTORY-24c6670e8a410cae,Factory Momentum 20d 100bps,Factory Momentum 20d 500bps,0.89039039
FACTORY-f4bc4ad10d286feb,FACTORY-b156c56670aac97e,Factory PDUFA Run-Up 20d 500bps,Factory PDUFA Run-Up 180d 100bps,0.89009984
FACTORY-8f8cac315a45ff9e,FACTORY-e62a48e2d142923e,Factory Momentum 90d 375bps,Factory Momentum 180d 100bps,0.89002414
FACTORY-8f8cac315a45ff9e,FACTORY-3f1e95ca9e8549c1,Factory Momentum 90d 375bps,Factory Momentum 180d 375bps,0.88997398
394fda88ef8296bd,55727f67f28b0c3c,My falsifiable strategy,My falsifiable strategy,0.88984455
394fda88ef8296bd,6c6bb20cdb419497,My falsifiable strategy,My falsifiable strategy,0.88984455
394fda88ef8296bd,f14bfb46255e825b,My falsifiable strategy,My falsifiable strategy,0.88984455
FACTORY-8f8cac315a45ff9e,FACTORY-2886d4ef6f931734,Factory Momentum 90d 375bps,Factory Momentum 180d 500bps,0.88960553
FACTORY-07d58dc6d8516cd2,FACTORY-2886d4ef6f931734,Factory Momentum 90d 500bps,Factory Momentum 180d 500bps,0.88769032
FACTORY-07d58dc6d8516cd2,FACTORY-3f1e95ca9e8549c1,Factory Momentum 90d 500bps,Factory Momentum 180d 375bps,0.88765408
FACTORY-07d58dc6d8516cd2,FACTORY-e62a48e2d142923e,Factory Momentum 90d 500bps,Factory Momentum 180d 100bps,0.88684245
FACTORY-673b8aef9706882d,FACTORY-8af0d52dca5654af,Factory Catalyst 5d 100bps,Factory Catalyst 5d 500bps,0.88550372
