period,bcfc1ff3b7cf8a4a,9c7fb1982851f609,dcfbeec9cf4c5190
2025-10-29,0.018085000000002793,0.0,0.0
2025-10-31,0.34682499999999905,0.0,0.0
2025-11-03,0.17950799999999845,0.0,0.0
2025-11-04,0.0,-0.11250000000000071,0.0
2025-11-05,0.0,-0.07597400000000043,0.0
2025-11-07,-0.165384999999997,0.0,0.0
2025-11-10,0.0,0.0900970000000001,0.0
2025-11-11,0.0,-0.049999999999998934,0.0
2025-11-17,0.0,-0.4446760000000012,0.0
2025-11-20,0.0,-0.43242899999999906,0.0
2025-11-28,0.0,0.18383099999999963,0.0
2025-12-01,0.0,0.08197999999999972,0.0
2025-12-04,0.0,-0.07969800000000049,0.0
2025-12-05,0.0,-0.07298899999999975,0.0
2025-12-15,0.0,-0.08904399999999946,0.0
2025-12-16,0.0,0.021183000000000618,0.0
2025-12-17,0.0,0.09729499999999902,0.0
2025-12-18,0.0,0.3046950000000006,0.0
2025-12-22,0.0,0.23837200000000003,0.0
