symbol,sleeve,signal_date,entry_date,exit_date,entry_price,exit_price,score,gross_return,cost_return,net_return,per_trade_weight,weighted_net_return,forced_end_of_history_exit,provider_query_performed,family,regime_label,selection_policy,split
ATXS-202601,momentum_60d,2025-12-22,2025-12-23,2026-01-22,12.86,12.58,0.7698630136986302,-0.021772939346811793,0.05,-0.0717729393468118,0.2,-0.01435458786936236,True,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
CVAC-202601,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-05,4.12,4.66,-0.17599999999999993,0.13106796116504849,0.05,0.08106796116504848,0.2,0.016213592233009697,True,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ADCT,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-08,3.71,3.57,-0.12114014251781469,-0.037735849056603765,0.05,-0.08773584905660377,0.2,-0.017547169811320755,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ELP-202512,mean_reversion_5d,2025-12-22,2025-12-23,2025-12-24,8.92119,9.27,-0.11342154497357892,0.03909904396162389,0.05,-0.010900956038376111,0.2,-0.0021801912076752222,True,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACH,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-08,2.65,2.36,-0.10963455149501644,-0.10943396226415092,0.05,-0.1594339622641509,0.2,-0.03188679245283018,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABM,mean_reversion_5d,2025-12-22,2025-12-23,2026-01-08,41.461502,43.403934,-0.10534124817252177,0.046849050475788356,0.05,-0.0031509495242116464,0.2,-0.0006301899048423293,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
BLFY-202603,dollar_volume_shock_20d,2025-12-22,2025-12-23,2026-01-08,12.71,12.65,9.855936994904434,-0.004720692368214041,0.05,-0.054720692368214044,0.2,-0.01094413847364281,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
EB-202603,dollar_volume_shock_20d,2025-12-22,2025-12-23,2026-01-08,4.44,4.46,6.083290288189679,0.0045045045045044585,0.05,-0.045495495495495544,0.2,-0.009099099099099109,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ALEX-202603,dollar_volume_shock_20d,2025-12-22,2025-12-23,2026-01-08,20.67,20.73,3.419623120110633,0.002902757619738683,0.05,-0.04709724238026132,0.2,-0.009419448476052264,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABBRF,momentum_60d,2026-01-22,2026-01-23,2026-02-23,9.8,11.781,1.1775095014531636,0.20214285714285718,0.05,0.1521428571428572,0.2,0.03042857142857144,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACRS,momentum_60d,2026-01-22,2026-01-23,2026-02-23,4.52,3.25,1.1069767441860465,-0.28097345132743357,0.05,-0.33097345132743355,0.2,-0.06619469026548672,False,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACH,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,2.1,2.39,-0.18217054263565902,0.13809523809523805,0.05,0.08809523809523805,0.2,0.01761904761904761,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABUS,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,4.15,3.84,-0.12970711297071136,-0.07469879518072298,0.05,-0.12469879518072298,0.2,-0.024939759036144597,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABT,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,107.594986,110.13903,-0.12671863279474738,0.023644633403270277,0.05,-0.026355366596729726,0.2,-0.005271073319345946,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABTC,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,1.56,1.31,-0.11363636363636365,-0.16025641025641024,0.05,-0.21025641025641023,0.2,-0.04205128205128205,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABAT,mean_reversion_5d,2026-01-22,2026-01-23,2026-02-06,4.7,4.165,-0.11016949152542377,-0.11382978723404258,0.05,-0.16382978723404257,0.2,-0.03276595744680851,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACRV,dollar_volume_shock_20d,2026-01-22,2026-01-23,2026-02-06,2.04,1.67,5.212454503500018,-0.18137254901960786,0.05,-0.23137254901960785,0.2,-0.046274509803921574,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
DVAX-202602,dollar_volume_shock_20d,2026-01-22,2026-01-23,2026-02-06,15.64,15.5,3.633578424726979,-0.008951406649616356,0.05,-0.05895140664961636,0.2,-0.011790281329923272,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
AAOI,momentum_60d,2026-02-20,2026-02-23,2026-03-23,50.52,95.76,1.5111758989310013,0.8954869358669832,0.05,0.8454869358669832,0.2,0.16909738717339665,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABBRF,momentum_60d,2026-02-20,2026-02-23,2026-03-23,10.89,7.99,1.25,-0.2662993572084481,0.05,-0.3162993572084481,0.2,-0.06325987144168962,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ACMR,momentum_60d,2026-02-20,2026-02-23,2026-03-23,66.44,44.83,1.2174492174492175,-0.3252558699578567,0.05,-0.3752558699578567,0.2,-0.07505117399157135,False,False,momentum_60d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABTC,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,0.997,1.1,-0.13043478260869557,0.10330992978936826,0.05,0.05330992978936826,0.2,0.010661985957873652,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ACLS,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,80.11,84.06,-0.11464546056991398,0.049307202596429844,0.05,-0.0006927974035701584,0.2,-0.0001385594807140317,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ABVEF,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,1.51,1.12,-0.0736196319018404,-0.2582781456953642,0.05,-0.3082781456953642,0.2,-0.06165562913907285,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
ACLX-202604,mean_reversion_5d,2026-02-20,2026-02-23,2026-03-09,114.14,114.5,-0.06613255644573934,0.0031540213772560666,0.05,-0.046845978622743936,0.2,-0.009369195724548788,False,False,mean_reversion_5d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
AAAU,dollar_volume_shock_20d,2026-02-20,2026-02-23,2026-03-09,50.95,50.71,2.5322774285615077,-0.004710500490677227,0.05,-0.05471050049067723,0.2,-0.010942100098135447,False,False,dollar_volume_shock_20d,TREND_UP_HIGH_VOL,predeclared_family_map,oos
DAWN-202604,momentum_60d,2026-03-20,2026-03-23,2026-04-21,21.38,21.49,1.2403343782654126,0.005144995322731605,0.05,-0.0448550046772684,0.2,-0.00897100093545368,False,False,momentum_60d,DRAWDOWN_STRESS,predeclared_family_map,oos
AAOI,momentum_60d,2026-03-20,2026-03-23,2026-04-21,90.0,150.57,1.2391610180329966,0.6729999999999998,0.05,0.6229999999999998,0.2,0.12459999999999996,False,False,momentum_60d,DRAWDOWN_STRESS,predeclared_family_map,oos
DVS-202603,mean_reversion_5d,2026-03-20,2026-03-23,2026-03-26,2.95,2.74,-0.26735218508997427,-0.07118644067796609,0.05,-0.12118644067796609,0.2,-0.02423728813559322,True,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,oos
ABBRF,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,7.55,8.92,-0.22036082474226804,0.18145695364238423,0.05,0.13145695364238424,0.2,0.02629139072847685,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,oos
AARD,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,4.06,4.04,-0.20039292730844782,-0.004926108374384119,0.05,-0.05492610837438412,0.2,-0.010985221674876824,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,oos
ABOS,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,2.73,2.63,-0.1834862385321101,-0.03663003663003661,0.05,-0.08663003663003661,0.2,-0.017326007326007323,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,oos
ACH,mean_reversion_5d,2026-03-20,2026-03-23,2026-04-07,1.99,2.54,-0.17647058823529405,0.27638190954773867,0.05,0.22638190954773868,0.2,0.04527638190954774,False,False,mean_reversion_5d,DRAWDOWN_STRESS,predeclared_family_map,oos
ACXP,dollar_volume_shock_20d,2026-03-20,2026-03-23,2026-04-07,5.51,3.07,547.9545125554471,-0.44283121597096187,0.05,-0.49283121597096186,0.2,-0.09856624319419238,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,oos
ACLX-202604,dollar_volume_shock_20d,2026-03-20,2026-03-23,2026-04-07,114.69,114.8,9.909617562514384,0.0009591071584269528,0.05,-0.04904089284157305,0.2,-0.009808178568314611,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,oos
DAWN-202604,dollar_volume_shock_20d,2026-03-20,2026-03-23,2026-04-07,21.38,21.46,6.851594136879892,0.00374181478016844,0.05,-0.04625818521983156,0.2,-0.009251637043966313,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,oos
AAOI,dollar_volume_shock_20d,2026-03-20,2026-03-23,2026-04-07,90.0,117.64,4.136795395445984,0.3071111111111111,0.05,0.2571111111111111,0.2,0.05142222222222223,False,False,dollar_volume_shock_20d,DRAWDOWN_STRESS,predeclared_family_map,oos
AAOI,momentum_60d,2026-04-20,2026-04-21,2026-05-19,164.49,171.33,3.2849279161205764,0.04158307495896407,0.05,-0.00841692504103593,0.2,-0.0016833850082071861,False,False,momentum_60d,RECOVERY_BOUNCE,predeclared_family_map,oos
ABXXF,mean_reversion_5d,2026-04-20,2026-04-21,2026-05-05,37.0,38.91,-0.1329704142011835,0.05162162162162143,0.05,0.0016216216216214246,0.2,0.00032432432432428495,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
AA,mean_reversion_5d,2026-04-20,2026-04-21,2026-05-05,66.5535,62.95925,-0.09248392637151681,-0.05400542420759247,0.05,-0.10400542420759247,0.2,-0.020801084841518495,False,False,mean_reversion_5d,RECOVERY_BOUNCE,predeclared_family_map,oos
APLS-202605,dollar_volume_shock_20d,2026-04-20,2026-04-21,2026-05-05,40.92,40.97,7.334375651750763,0.0012218963831867047,0.05,-0.0487781036168133,0.2,-0.009755620723362661,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
ACHV,dollar_volume_shock_20d,2026-04-20,2026-04-21,2026-05-05,4.365,4.56,3.9986623425961403,0.044673539518900185,0.05,-0.005326460481099818,0.2,-0.0010652920962199637,False,False,dollar_volume_shock_20d,RECOVERY_BOUNCE,predeclared_family_map,oos
AAOI,momentum_60d,2026-05-18,2026-05-19,2026-06-05,167.345,177.0,2.3525541795665634,0.05769518061489731,0.05,0.0076951806148973095,0.2,0.001539036122979462,True,False,momentum_60d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACH,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,2.7,2.58,-0.2956298200514138,-0.04444444444444451,0.05,-0.09444444444444451,0.2,-0.018888888888888903,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABCL,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,4.12,5.72,-0.2076190476190476,0.3883495145631066,0.05,0.33834951456310663,0.2,0.06766990291262133,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ACHV,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,4.73,4.92,-0.1466905187835421,0.040169133192388795,0.05,-0.009830866807611208,0.2,-0.0019661733615222417,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABSI,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,4.8,5.94,-0.14446366782006914,0.23750000000000004,0.05,0.18750000000000006,0.2,0.03750000000000001,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ADEA,mean_reversion_5d,2026-05-18,2026-05-19,2026-06-03,27.159348,32.05,-0.13944730029801078,0.18007251131359991,0.05,0.13007251131359993,0.2,0.026014502262719987,False,False,mean_reversion_5d,TREND_UP_LOW_VOL,predeclared_family_map,oos
ABCL,dollar_volume_shock_20d,2026-05-18,2026-05-19,2026-06-03,4.12,5.72,3.245175706049669,0.3883495145631066,0.05,0.33834951456310663,0.2,0.06766990291262133,False,False,dollar_volume_shock_20d,TREND_UP_LOW_VOL,predeclared_family_map,oos
