period,portfolio_return,cumulative_net_return,drawdown
2022-09-29,-0.03203982,10.05319146,-6.26381613
2022-09-30,-0.07107395,9.98211751,-6.33489008
2022-10-03,-0.1416205,9.84049701,-6.47651058
2022-10-04,-0.0714923,9.76900471,-6.54800288
2022-10-05,-0.01505578,9.75394893,-6.56305866
2022-10-06,-0.0201114,9.73383752,-6.58317007
2022-10-07,-0.02414463,9.70969289,-6.6073147
2022-10-10,-0.07377525,9.63591764,-6.68108995
2022-10-11,0.01579212,9.65170975,-6.66529784
2022-10-12,-0.13207353,9.51963623,-6.79737136
2022-10-13,-0.24620585,9.27343038,-7.04357721
2022-10-14,-0.03710612,9.23632426,-7.08068333
2022-10-17,-0.10659475,9.12972951,-7.18727808
2022-10-18,-0.0419945,9.08773501,-7.22927258
2022-10-19,-0.08372616,9.00400885,-7.31299874
2022-10-20,-0.15794422,8.84606463,-7.47094296
2022-10-21,-0.07843094,8.76763369,-7.5493739
2022-10-24,-0.14903398,8.61859971,-7.69840788
2022-10-25,-0.06213675,8.55646296,-7.76054463
2022-10-26,0.01766543,8.57412838,-7.74287921
2022-10-27,0.01523343,8.58936182,-7.72764578
2022-10-28,0.04390513,8.63326694,-7.68374065
2022-10-31,-0.10500449,8.52826245,-7.78874514
2022-11-01,-0.07523859,8.45302387,-7.86398373
2022-11-02,-0.20617027,8.24685359,-8.070154
2022-11-03,-0.13158223,8.11527137,-8.20173623
2022-11-04,-0.04149131,8.07378005,-8.24322754
2022-11-07,-0.13369661,7.94008344,-8.37692415
2022-11-08,-0.098524,7.84155945,-8.47544815
2022-11-09,-0.13034534,7.71121411,-8.60579348
2022-11-10,0.01939911,7.73061322,-8.58639437
2022-11-11,-0.02073433,7.70987889,-8.6071287
2022-11-14,0.0649244,7.77480329,-8.5422043
2022-11-15,0.00288335,7.77768664,-8.53932095
2022-11-16,0.24421354,8.02190018,-8.29510741
2022-11-17,0.13841004,8.16031022,-8.15669737
2022-11-18,0.10015813,8.26046835,-8.05653924
2022-11-21,0.07069843,8.33116678,-7.98584081
2022-11-22,0.06610721,8.39727399,-7.91973361
2022-11-23,0.05533355,8.45260754,-7.86440005
2022-11-25,0.08340806,8.5360156,-7.78099199
2022-11-28,0.02769228,8.56370788,-7.75329972
2022-11-29,0.07137707,8.63508495,-7.68192264
2022-11-30,0.20008229,8.83516724,-7.48184035
2022-12-01,0.00592007,8.84108731,-7.47592028
2022-12-02,0.02800864,8.86909596,-7.44791163
2022-12-05,0.19450481,9.06360077,-7.25340683
2022-12-06,-0.06013699,9.00346377,-7.31354382
2022-12-07,0.05384707,9.05731084,-7.25969675
2022-12-08,-0.01467783,9.04263301,-7.27437458
2022-12-09,0.02475368,9.06738669,-7.2496209
2022-12-12,0.09860173,9.16598842,-7.15101917
2022-12-13,0.00080385,9.16679227,-7.15021532
2022-12-14,0.07276629,9.23955856,-7.07744903
2022-12-15,0.02169446,9.26125302,-7.05575457
2022-12-16,-0.00272997,9.25852306,-7.05848453
2022-12-19,0.02868107,9.28720413,-7.02980346
2022-12-20,-0.02143351,9.26577062,-7.05123697
2022-12-21,-0.00718767,9.25858295,-7.05842464
2022-12-22,0.01336229,9.27194524,-7.04506235
2022-12-23,-0.06021997,9.21172527,-7.10528232
2022-12-27,-0.01907042,9.19265485,-7.12435275
2022-12-28,-0.01212194,9.18053291,-7.13647468
2022-12-29,0.02948662,9.21001953,-7.10698806
2022-12-30,0.13684435,9.34686388,-6.97014371
2023-01-03,0.06194902,9.4088129,-6.90819469
2023-01-04,0.03304623,9.44185913,-6.87514846
2023-01-05,0.08511352,9.52697265,-6.79003494
2023-01-06,-0.04943624,9.47753641,-6.83947118
2023-01-09,0.15319927,9.63073568,-6.68627191
2023-01-10,0.0347285,9.66546418,-6.65154341
2023-01-11,0.12428137,9.78974555,-6.52726205
2023-01-12,0.02203221,9.81177776,-6.50522983
2023-01-13,0.77181138,10.58358914,-5.73341845
2023-01-17,0.22341858,10.80700772,-5.50999988
2023-01-18,0.12948837,10.93649609,-5.3805115
2023-01-19,0.06447919,11.00097528,-5.31603232
2023-01-20,0.13271998,11.13369526,-5.18331234
2023-01-23,0.08512767,11.21882293,-5.09818467
2023-01-24,0.07636022,11.29518315,-5.02182445
2023-01-25,0.54768912,11.84287226,-4.47413533
2023-01-26,0.62905136,12.47192362,-3.84508397
2023-01-27,0.72638446,13.19830808,-3.11869951
2023-01-30,0.10657915,13.30488723,-3.01212036
2023-01-31,0.10344804,13.40833527,-2.90867232
2023-02-01,0.14730602,13.5556413,-2.7613663
2023-02-02,0.32617807,13.88181937,-2.43518822
2023-02-03,0.15624109,14.03806046,-2.27894713
2023-02-06,0.09048758,14.12854803,-2.18845956
2023-02-07,0.10230969,14.23085772,-2.08614987
2023-02-08,0.46494989,14.69580762,-1.62119998
2023-02-09,0.09157078,14.78737839,-1.5296292
