fold,period,target_exit_config,feature_set,model_type,probability_variant,signal_quality_config,signal_rank_column,train_end,validation_start,validation_end,test_start,test_end,threshold,selected_for_test,strategy_return,buy_and_hold_return,excess_return,max_drawdown,sharpe,profit_factor,win_rate,beats_buy_and_hold,total_signals_before_rank,rank_filtered_signals,total_signals,executable_signals,symbols_with_signals,closed_trades
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.025631446491285532,1.014156881606099,-0.9885254351148136,-0.015478187705816927,0.8699099685336424,3.5723698057648674,0.6657407407407406,False,140,10,130,124,9,39
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_model_probability,model_probability,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.025391173738259703,1.014156881606099,-0.9887657078678395,-0.03588744267807176,0.5259299661969276,23.642076234332094,0.4844569757727653,False,1145,791,354,338,10,114
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.025391173738259703,1.014156881606099,-0.9887657078678395,-0.03588744267807176,0.5259299661969276,23.642076234332094,0.4844569757727653,False,1145,791,354,338,10,114
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.026597734516457944,1.014156881606099,-0.9875591470896412,-0.034724947316480445,0.5580409615968421,23.66858635008669,0.4886236424394319,False,1077,723,354,338,10,113
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.025631446491285532,1.014156881606099,-0.9885254351148136,-0.015478187705816927,0.8699099685336424,3.5723698057648674,0.6657407407407406,False,140,10,130,124,9,39
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_scanner_score,scanner_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.15,False,0.013136051974119864,1.014156881606099,-1.0010208296319791,-0.02173095974312953,0.35154122384273534,6.408189149971663,0.5925925925925927,False,73,11,62,59,9,44
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.2,False,0.013136051974119864,1.014156881606099,-1.0010208296319791,-0.02173095974312953,0.35154122384273534,6.408189149971663,0.5925925925925927,False,73,11,62,59,9,44
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,False,0.013136051974119864,1.014156881606099,-1.0010208296319791,-0.02173095974312953,0.35154122384273534,6.408189149971663,0.5925925925925927,False,73,11,62,59,9,44
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.3,False,0.003900903804892761,1.014156881606099,-1.0102559778012064,-0.010701835968048723,0.1945971541405335,1.1419357804909027,0.5555555555555555,False,20,2,18,16,7,13
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.35,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.4,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,validation,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,top_2_daily_quality_0_50,signal_quality_score,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.45,False,0.0,1.014156881606099,-1.014156881606099,0.0,,,,False,0,0,0,0,0,0
wf_2024,test,default_1_5x_stop_3x_tp_10d,baseline,random_forest,isotonic,no_quality_rank_filter,,2022-12-31,2023-01-01,2023-12-31,2024-01-01,2024-12-31,0.25,True,0.06488966792151463,0.4804665448965119,-0.4155768769749971,-0.04130047640127016,1.036327465706227,1.751658190444455,0.535696881091618,False,1093,0,1093,1036,10,193
