symbol,event_date,is_sec8k_event,pre_window_start,pre_window_end,pre_window_days,baseline_lookback_days,pre_window_return,pre_window_abs_return,pre_window_volume_ratio,provider_query_performed,market_data_downloaded,source
CABA,2023-11-22,False,2023-11-15,2023-11-21,5,20,0.014392631,0.014392631,1.07637445,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-11-24,False,2023-11-16,2023-11-22,5,20,0.0573394495,0.0573394495,0.88827008,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-11-27,False,2023-11-17,2023-11-24,5,20,0.0354963949,0.0354963949,0.79156559,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-11-28,False,2023-11-20,2023-11-27,5,20,0.0417827298,0.0417827298,0.76630222,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-11-29,False,2023-11-21,2023-11-28,5,20,-0.2446083995,0.2446083995,0.81976571,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-11-30,False,2023-11-22,2023-11-29,5,20,-0.2462039046,0.2462039046,0.92448057,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-01,False,2023-11-24,2023-11-30,5,20,-0.1537225495,0.1537225495,4.43645872,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-04,False,2023-11-27,2023-12-01,5,20,-0.1406417112,0.1406417112,4.43645872,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-05,False,2023-11-28,2023-12-04,5,20,0.2013523666,0.2013523666,4.64785879,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-06,False,2023-11-29,2023-12-05,5,20,0.1446043165,0.1446043165,2.05343177,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-07,False,2023-11-30,2023-12-06,5,20,-0.0575949367,0.0575949367,1.89501346,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-08,False,2023-12-01,2023-12-07,5,20,0.0068450529,0.0068450529,1.7150583,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-11,False,2023-12-04,2023-12-08,5,20,-0.0043777361,0.0043777361,1.18752869,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-12,False,2023-12-05,2023-12-11,5,20,0.0823381521,0.0823381521,1.49712027,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-13,False,2023-12-06,2023-12-12,5,20,0.2175957018,0.2175957018,1.47496776,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-14,False,2023-12-07,2023-12-13,5,20,0.1619283066,0.1619283066,1.336922,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-15,False,2023-12-08,2023-12-14,5,20,0.2945979899,0.2945979899,1.38205079,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-18,False,2023-12-11,2023-12-15,5,20,0.1933797909,0.1933797909,1.60450714,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-19,False,2023-12-12,2023-12-18,5,20,0.1505791506,0.1505791506,1.50342972,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-20,False,2023-12-13,2023-12-19,5,20,0.1893617021,0.1893617021,1.2728858,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-21,False,2023-12-14,2023-12-20,5,20,0.0300824842,0.0300824842,1.2728858,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-22,False,2023-12-15,2023-12-21,5,20,0.0734793187,0.0734793187,1.11062073,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-26,False,2023-12-18,2023-12-22,5,20,0.0613614573,0.0613614573,0.87029179,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-27,False,2023-12-19,2023-12-26,5,20,0.0214669052,0.0214669052,0.87029179,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-28,False,2023-12-20,2023-12-27,5,20,0.1003297221,0.1003297221,0.78653244,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2023-12-29,False,2023-12-21,2023-12-28,5,20,0.0639165911,0.0639165911,0.78358716,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-02,False,2023-12-22,2023-12-29,5,20,0.027100271,0.027100271,0.78653244,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-03,False,2023-12-26,2024-01-02,5,20,-0.0297723292,0.0297723292,0.78653244,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-04,False,2023-12-27,2024-01-03,5,20,-0.0458047945,0.0458047945,0.67544755,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-05,False,2023-12-28,2024-01-04,5,20,-0.0562420111,0.0562420111,0.80902896,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-08,True,2023-12-29,2024-01-05,5,20,-0.0043975374,0.0043975374,1.13410298,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-09,False,2024-01-02,2024-01-08,5,20,0.1164259928,0.1164259928,1.14195639,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-10,False,2024-01-03,2024-01-09,5,20,0.0740242261,0.0740242261,0.88239613,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-11,False,2024-01-04,2024-01-10,5,20,0.0130925508,0.0130925508,0.89229163,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-12,False,2024-01-05,2024-01-11,5,20,0.0048586572,0.0048586572,1.14195639,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-16,False,2024-01-08,2024-01-12,5,20,-0.1265157639,0.1265157639,0.89229163,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-17,False,2024-01-09,2024-01-16,5,20,-0.074770259,0.074770259,0.89229163,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-18,False,2024-01-10,2024-01-17,5,20,-0.0860071301,0.0860071301,0.89229163,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-19,False,2024-01-11,2024-01-18,5,20,-0.0997802198,0.0997802198,0.90871704,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-22,False,2024-01-12,2024-01-19,5,20,-0.0805182786,0.0805182786,0.90871704,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-23,False,2024-01-16,2024-01-22,5,20,-0.0970654628,0.0970654628,1.07390439,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-24,False,2024-01-17,2024-01-23,5,20,-0.0141394442,0.0141394442,0.93368087,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-25,False,2024-01-18,2024-01-24,5,20,0.0009765625,0.0009765625,0.94499247,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-26,False,2024-01-19,2024-01-25,5,20,0.1212883744,0.1212883744,1.07473999,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-29,False,2024-01-22,2024-01-26,5,20,0.114,0.114,0.76051987,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-30,False,2024-01-23,2024-01-29,5,20,0.1261127596,0.1261127596,0.76051987,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-01-31,False,2024-01-24,2024-01-30,5,20,0.0326829268,0.0326829268,0.80695975,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-01,False,2024-01-25,2024-01-31,5,20,-0.0807899461,0.0807899461,0.92072126,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-02,False,2024-01-26,2024-02-01,5,20,-0.0763016158,0.0763016158,0.82276464,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-05,False,2024-01-29,2024-02-02,5,20,-0.0324989021,0.0324989021,0.92072126,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-06,False,2024-01-30,2024-02-05,5,20,0.0642418517,0.0642418517,1.07077198,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-07,False,2024-01-31,2024-02-06,5,20,0.1108398438,0.1108398438,1.08744506,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-08,False,2024-02-01,2024-02-07,5,20,0.1462585034,0.1462585034,1.14918303,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-09,False,2024-02-02,2024-02-08,5,20,0.1466182478,0.1466182478,1.22072881,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-12,False,2024-02-05,2024-02-09,5,20,0.1185086551,0.1185086551,1.2027179,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-13,False,2024-02-06,2024-02-12,5,20,0.1204395604,0.1204395604,1.2027179,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-14,False,2024-02-07,2024-02-13,5,20,-0.0072064434,0.0072064434,1.36017363,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-15,False,2024-02-08,2024-02-14,5,20,-0.0558194774,0.0558194774,1.33820522,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-16,False,2024-02-09,2024-02-15,5,20,-0.0515873016,0.0515873016,1.20268387,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-20,False,2024-02-12,2024-02-16,5,20,-0.1031777168,0.1031777168,1.20268387,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-21,False,2024-02-13,2024-02-20,5,20,-0.0119555935,0.0119555935,0.97664708,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-22,False,2024-02-14,2024-02-21,5,20,-0.0754716981,0.0754716981,0.93994817,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-23,False,2024-02-15,2024-02-22,5,20,-0.0715481172,0.0715481172,0.71133501,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-26,False,2024-02-16,2024-02-23,5,20,-0.02055993,0.02055993,0.57399887,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-27,False,2024-02-20,2024-02-26,5,20,0.0242005186,0.0242005186,0.58731291,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-28,False,2024-02-21,2024-02-27,5,20,0.1029478458,0.1029478458,0.59953911,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-02-29,False,2024-02-22,2024-02-28,5,20,0.0365029292,0.0365029292,0.6944894,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-01,False,2024-02-23,2024-02-29,5,20,0.02188477,0.02188477,0.92028158,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-04,False,2024-02-26,2024-03-01,5,20,-0.0088607595,0.0088607595,1.1895712,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-05,False,2024-02-27,2024-03-04,5,20,-0.0822368421,0.0822368421,1.1895712,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-06,False,2024-02-28,2024-03-05,5,20,-0.0573913043,0.0573913043,0.92028158,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-07,False,2024-02-29,2024-03-06,5,20,-0.013986014,0.013986014,0.89949764,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-08,False,2024-03-01,2024-03-07,5,20,-0.0604512559,0.0604512559,0.87459572,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-11,False,2024-03-04,2024-03-08,5,20,0.0062724014,0.0062724014,0.8268983,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-12,False,2024-03-05,2024-03-11,5,20,0.0119926199,0.0119926199,0.891422,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-13,False,2024-03-06,2024-03-12,5,20,-0.0820035461,0.0820035461,1.06192997,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-14,False,2024-03-07,2024-03-13,5,20,-0.0829179882,0.0829179882,1.0988665,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-15,False,2024-03-08,2024-03-14,5,20,-0.1558325913,0.1558325913,1.28826717,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-18,False,2024-03-11,2024-03-15,5,20,-0.1034639927,0.1034639927,1.57571707,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-19,False,2024-03-12,2024-03-18,5,20,-0.1313375181,0.1313375181,1.53098105,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-20,False,2024-03-13,2024-03-19,5,20,-0.1106719368,0.1106719368,1.53098105,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-21,True,2024-03-14,2024-03-20,5,20,-0.0443037975,0.0443037975,1.53098105,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-22,False,2024-03-15,2024-03-21,5,20,-0.0910015252,0.0910015252,1.50106597,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-25,False,2024-03-18,2024-03-22,5,20,-0.0355753196,0.0355753196,1.50106597,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-26,False,2024-03-19,2024-03-25,5,20,-0.0672222222,0.0672222222,1.45273349,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-27,False,2024-03-20,2024-03-26,5,20,-0.06401766,0.06401766,1.26247196,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-03-28,False,2024-03-21,2024-03-27,5,20,-0.0408277405,0.0408277405,1.26247196,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-01,False,2024-03-22,2024-03-28,5,20,-0.0167146974,0.0167146974,1.19205559,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-02,False,2024-03-25,2024-04-01,5,20,0.0047647409,0.0047647409,0.92666708,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-03,False,2024-03-26,2024-04-02,5,20,-0.0277122642,0.0277122642,0.92666708,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-04,False,2024-03-27,2024-04-03,5,20,-0.0413994169,0.0413994169,0.85298323,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-05,False,2024-03-28,2024-04-04,5,20,-0.0369284877,0.0369284877,0.89107135,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-08,False,2024-04-01,2024-04-05,5,20,0.0065204505,0.0065204505,0.86455018,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-09,False,2024-04-02,2024-04-08,5,20,0.0939963614,0.0939963614,1.16736904,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-10,False,2024-04-03,2024-04-09,5,20,0.1447688564,0.1447688564,1.18800265,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-11,False,2024-04-04,2024-04-10,5,20,0.084601339,0.084601339,1.18800265,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-12,False,2024-04-05,2024-04-11,5,20,0.0571260306,0.0571260306,1.0714986,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-15,False,2024-04-08,2024-04-12,5,20,-0.0559866962,0.0559866962,1.0163591,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-16,False,2024-04-09,2024-04-15,5,20,-0.1493092455,0.1493092455,0.99918094,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-17,False,2024-04-10,2024-04-16,5,20,-0.0858585859,0.0858585859,0.83385644,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-18,False,2024-04-11,2024-04-17,5,20,-0.1559888579,0.1559888579,0.8293955,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-19,False,2024-04-12,2024-04-18,5,20,-0.1796829125,0.1796829125,0.95392773,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-22,False,2024-04-15,2024-04-19,5,20,-0.1667707683,0.1667707683,0.95849402,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-23,False,2024-04-16,2024-04-22,5,20,-0.182320442,0.182320442,0.96367414,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-24,False,2024-04-17,2024-04-23,5,20,-0.1207920792,0.1207920792,0.97280525,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-25,False,2024-04-18,2024-04-24,5,20,-0.072297781,0.072297781,0.94386349,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-26,False,2024-04-19,2024-04-25,5,20,-0.0869565217,0.0869565217,0.92845843,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-29,False,2024-04-22,2024-04-26,5,20,-0.1779279279,0.1779279279,0.92845843,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-04-30,False,2024-04-23,2024-04-29,5,20,-0.1989489489,0.1989489489,1.90082934,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-01,False,2024-04-24,2024-04-30,5,20,-0.1786265432,0.1786265432,1.90082934,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-02,False,2024-04-25,2024-05-01,5,20,0.0188834154,0.0188834154,3.31315983,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-03,False,2024-04-26,2024-05-02,5,20,0.1506849315,0.1506849315,3.18421872,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-06,False,2024-04-29,2024-05-03,5,20,0.1611996251,0.1611996251,1.86050486,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-07,False,2024-04-30,2024-05-06,5,20,0.2108971348,0.2108971348,1.75045801,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-08,False,2024-05-01,2024-05-07,5,20,0.0265914585,0.0265914585,1.35028149,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-09,False,2024-05-02,2024-05-08,5,20,-0.0412698413,0.0412698413,1.26126548,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-10,False,2024-05-03,2024-05-09,5,20,-0.0137207425,0.0137207425,1.14916447,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-13,False,2024-05-06,2024-05-10,5,20,-0.126454616,0.126454616,0.90979076,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-14,False,2024-05-07,2024-05-13,5,20,-0.1161695447,0.1161695447,0.86620313,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-15,True,2024-05-08,2024-05-14,5,20,-0.0703642384,0.0703642384,0.78638662,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-16,False,2024-05-09,2024-05-15,5,20,0.0384615385,0.0384615385,0.73402915,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-17,False,2024-05-10,2024-05-16,5,20,0.1207815275,0.1207815275,0.78616441,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-20,False,2024-05-13,2024-05-17,5,20,0.1225577265,0.1225577265,0.79034916,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-21,False,2024-05-14,2024-05-20,5,20,0.1558325913,0.1558325913,0.83756498,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-22,False,2024-05-15,2024-05-21,5,20,-0.0307328605,0.0307328605,0.83756498,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-23,False,2024-05-16,2024-05-22,5,20,-0.0641838352,0.0641838352,0.79034916,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-24,False,2024-05-17,2024-05-23,5,20,-0.1131329114,0.1131329114,0.84340059,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-28,False,2024-05-20,2024-05-24,5,20,-0.1610169492,0.1610169492,0.80937095,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-29,False,2024-05-21,2024-05-28,5,20,-0.1325203252,0.1325203252,0.77580031,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-30,False,2024-05-22,2024-05-29,5,20,-0.1490262489,0.1490262489,0.68523764,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-05-31,False,2024-05-23,2024-05-30,5,20,-0.0695807315,0.0695807315,0.68523764,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-03,False,2024-05-24,2024-05-31,5,20,-0.0192837466,0.0192837466,0.68523764,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-04,False,2024-05-28,2024-06-03,5,20,-0.0618556701,0.0618556701,0.92211909,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-05,False,2024-05-29,2024-06-04,5,20,-0.0109452736,0.0109452736,0.94124207,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-06,False,2024-05-30,2024-06-05,5,20,0.070949185,0.070949185,1.35699545,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-07,False,2024-05-31,2024-06-06,5,20,0.0,0.0,1.39334663,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-10,False,2024-06-03,2024-06-07,5,20,0.0529470529,0.0529470529,1.20523295,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-11,False,2024-06-04,2024-06-10,5,20,0.1056338028,0.1056338028,1.01482461,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-12,False,2024-06-05,2024-06-11,5,20,-0.0089525515,0.0089525515,1.10210606,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-13,False,2024-06-06,2024-06-12,5,20,0.138576779,0.138576779,1.10210606,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-14,False,2024-06-07,2024-06-13,5,20,0.2001897533,0.2001897533,1.10210606,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-17,False,2024-06-10,2024-06-14,5,20,-0.0309372157,0.0309372157,1.31054766,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-18,False,2024-06-11,2024-06-17,5,20,-0.1535682023,0.1535682023,1.40684363,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-20,False,2024-06-12,2024-06-18,5,20,-0.3009868421,0.3009868421,2.13762676,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-21,False,2024-06-13,2024-06-20,5,20,-0.3415019763,0.3415019763,2.07599052,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-24,False,2024-06-14,2024-06-21,5,20,-0.1840375587,0.1840375587,2.68022179,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-25,False,2024-06-17,2024-06-24,5,20,-0.1088580576,0.1088580576,2.01143975,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-26,False,2024-06-18,2024-06-25,5,20,-0.1541176471,0.1541176471,1.36603838,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-27,False,2024-06-20,2024-06-26,5,20,-0.0924369748,0.0924369748,1.23105992,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-06-28,False,2024-06-21,2024-06-27,5,20,-0.1553509781,0.1553509781,0.96959626,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-01,False,2024-06-24,2024-06-28,5,20,-0.1041916168,0.1041916168,0.93234308,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-02,False,2024-06-25,2024-07-01,5,20,0.0862308762,0.0862308762,0.96722534,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-03,False,2024-06-26,2024-07-02,5,20,-0.0224867725,0.0224867725,0.95953188,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-05,False,2024-06-27,2024-07-03,5,20,0.0286103542,0.0286103542,0.86811756,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-08,False,2024-06-28,2024-07-05,5,20,-0.057486631,0.057486631,0.86811756,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-09,False,2024-07-01,2024-07-08,5,20,-0.0204865557,0.0204865557,0.57791006,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-10,False,2024-07-02,2024-07-09,5,20,0.0527740189,0.0527740189,0.57466151,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-11,False,2024-07-03,2024-07-10,5,20,0.0450331126,0.0450331126,0.61171968,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-12,False,2024-07-05,2024-07-11,5,20,0.1631205674,0.1631205674,0.61554048,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-15,False,2024-07-08,2024-07-12,5,20,0.077124183,0.077124183,0.63610034,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-16,False,2024-07-09,2024-07-15,5,20,0.0038560411,0.0038560411,0.63610034,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-17,False,2024-07-10,2024-07-16,5,20,-0.0038022814,0.0038022814,0.80532473,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-18,False,2024-07-11,2024-07-17,5,20,-0.0780487805,0.0780487805,0.85873336,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-19,False,2024-07-12,2024-07-18,5,20,-0.0995145631,0.0995145631,0.87561254,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-22,False,2024-07-15,2024-07-19,5,20,-0.0921895006,0.0921895006,0.89134132,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-23,False,2024-07-16,2024-07-22,5,20,-0.0852417303,0.0852417303,0.91343677,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-24,False,2024-07-17,2024-07-23,5,20,-0.0621693122,0.0621693122,0.86762783,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
CABA,2024-07-25,False,2024-07-18,2024-07-24,5,20,-0.0687331536,0.0687331536,0.70050153,False,False,existing_sec8k_event_panel_and_existing_daily_databento_prices
